Token	Gold annotation	Candidates	Prediction	Gold ann in candidates?	Correct?	sent id	sent date
Philharmonic	NIL	Q42998 NIL	Q42998	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_3531	#document_date:1828	B-organization
Antient	Q17510840	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_3531	#document_date:1828	B-event
Ramsay	Q654775	Q3346295 Q24189953 Q560792 Q5238893 Q3418619 Q11890017 Q16881845 Q7290112 Q542265 Q5355885	Q560792	False	False	#document_id:TheHarmonicon__1828-001.txt_1127	#document_date:1828	B-person
National Training School of Music	Q55082727	NIL	NIL	False	False	#document_id:TheMusicalTimes__1876-397.txt_1780	#document_date:1876	B-school
Mansion House	Q1786933	Q1802963 Q3850111 Q14705727 Q14712777 Q7750214 Q3286547 Q383752 Q1477336 Q175434 Q6751753 Q1786933	Q383752	True	False	#document_id:TheMusicalTimes__1876-397.txt_1780	#document_date:1876	B-building
Rotenbourg sur le Tauber	Q153494	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1383	#document_date:1824	B-city
Franconia	Q150907	Q882859 Q24259659 Q16891453 Q2323254 Q153250 Q150907 Q1374404	Q1374404	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1383	#document_date:1824	B-local-region
England	Q21	Q21 Q1467810 Q47762 Q11755949 Q1087692 Q2251971 Q179876 Q79282 Q5377960 Q552608	Q1467810	True	False	#document_id:TheHarmonicon__1824-016.txt_56	#document_date:1824	B-country
Mr. Willert Beale	Q7795125	Q7795125	Q7795125	True	True	#document_id:TheMusicalTimes__1873-366.txt_1370	#document_date:1873	B-person
Dr. Barry	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-397.txt_2261	#document_date:1876	B-person
England	Q21	Q21 Q1467810 Q47762 Q11755949 Q1087692 Q2251971 Q179876 Q79282 Q5377960 Q552608	Q21	True	True	#document_id:TheMusicalTimes__1875-388.txt_2957	#document_date:1875	B-country
Handel	Q7302	Q7302 Q3696641 Q2317222 Q5628941	Q7302	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_580	#document_date:1828	B-person
Franz Liszt	Q41309	Q41309	Q41309	True	True	#document_id:DwightSJournalOfMusic__1873-016.txt_390	#document_date:1873	B-person
Bellini	Q170209	Q17169 Q815994 Q2894949 Q5448700 Q313310 Q362558 Q290407 Q170209 Q21488941	Q21488941	True	False	#document_id:TheMusicalTimes__1876-397.txt_744	#document_date:1876	B-person
Donizetti	Q101698	Q101698 NIL	Q101698	True	True	#document_id:TheMusicalTimes__1876-397.txt_744	#document_date:1876	B-person
Dr. Sullivan	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-402.txt_933	#document_date:1876	B-person
Mr. William Laidlaw	Q8014247	Q92775600 Q8014248 NIL NIL	Q8014248	False	False	#document_id:TheMusicalTimes__1876-397.txt_2289	#document_date:1876	B-person
In Memoriam	NIL	Q309481 Q730248 Q21998556 Q6009975 Q6011595 Q6010009 Q3149632	Q3149632	False	False	#document_id:TheMusicalTimes__1876-402.txt_1839	#document_date:1876	B-music
Paris	Q90	Q1577076 Q21780569 Q2220917 Q7137172 Q20709367 Q15119639 Q7137175 Q7137164 Q691491 Q930765 Q576584 Q366081 Q20813664 Q3382754 Q7137187 Q1931701 Q1341876 Q7131746 Q7137192 Q2300075 Q30621726 Q7137186 Q1818121 Q28337101 Q7137194 Q1751748 Q1018504 Q3687815 Q1158980 Q10981622 Q984459 Q22317569 Q65921527 Q1124162 Q90 Q7137363 Q960025 Q2219239 Q20812805 Q3181341 Q631707 Q3305306 Q1451948 Q7137190 Q162121 Q538772 Q67744612 Q7137161 Q7137184 Q23826199 Q7137197 Q60751943 Q483020 Q79917 Q20712325 Q830149 Q167646 Q7137193 Q934294 Q104197 Q2052318 Q520621 Q55612277 Q3365241 Q923849 Q7137185 Q151298 Q1132962	Q90	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1896	#document_date:1825	B-city
Gossec	Q313667	Q313667 NIL	NIL	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1896	#document_date:1825	B-person
Maestro del Fante	Q18416097	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1189	#document_date:1828	B-person
C. Novello	Q4322567	NIL	NIL	False	False	#document_id:TheMusicalWorld__1843-038.txt_67	#document_date:1843	B-person
Rainforth	Q17355767	NIL NIL	NIL	False	False	#document_id:TheMusicalWorld__1843-038.txt_67	#document_date:1843	B-person
Braham	NIL	Q922449 Q16860333	Q16860333	False	False	#document_id:TheMusicalWorld__1843-038.txt_67	#document_date:1843	B-person
Phillips	NIL	Q7965235 Q1627928 Q61470 Q374404 Q6766212 Q7185867 Q18600457 Q11850951 Q4484213 Q2793828 Q1600960 Q669119 Q496577 Q1569601 Q312451 Q422726 Q892447 Q7185866 Q928106	Q422726	False	False	#document_id:TheMusicalWorld__1843-038.txt_67	#document_date:1843	B-person
Bennett	Q201164	Q628777 Q2018755 Q484231 Q1429652 Q4889662 Q448369 Q3475178 Q1658878 Q817839 Q449411 Q17118520 Q4889676 Q744551	Q817839	False	False	#document_id:TheMusicalWorld__1843-038.txt_67	#document_date:1843	B-person
Walton	NIL	Q6924475 Q2551289 Q7966718 Q5635227 Q7966700 Q48834201 Q2414384 Q498312 Q14479728 Q7966697 Q183631 Q2768066 Q310939 Q2761927 Q7966703 Q2058457 Q2314773 Q2547568 Q7966702 Q2055489 Q7966701 Q7966705 Q3453029 Q17041157 Q7966706 Q7966698 Q503455 Q3063689 Q16848823 Q9095520 Q7966717 Q2673371 Q7966699 Q7966716 Q562133 Q2730320 Q2438236	Q498312	False	False	#document_id:TheMusicalWorld__1843-038.txt_67	#document_date:1843	B-person
J. Isherwood	NIL	NIL	NIL	True	True	#document_id:TheMusicalWorld__1843-038.txt_67	#document_date:1843	B-person
Francoeur	Q1396905	Q3080442	Q3080442	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1684	#document_date:1825	B-person
Paris	Q90	Q1577076 Q21780569 Q2220917 Q7137172 Q20709367 Q15119639 Q7137175 Q7137164 Q691491 Q930765 Q576584 Q366081 Q20813664 Q3382754 Q7137187 Q1931701 Q1341876 Q7131746 Q7137192 Q2300075 Q30621726 Q7137186 Q1818121 Q28337101 Q7137194 Q1751748 Q1018504 Q3687815 Q1158980 Q10981622 Q984459 Q22317569 Q65921527 Q1124162 Q90 Q7137363 Q960025 Q2219239 Q20812805 Q3181341 Q631707 Q3305306 Q1451948 Q7137190 Q162121 Q538772 Q67744612 Q7137161 Q7137184 Q23826199 Q7137197 Q60751943 Q483020 Q79917 Q20712325 Q830149 Q167646 Q7137193 Q934294 Q104197 Q2052318 Q520621 Q55612277 Q3365241 Q923849 Q7137185 Q151298 Q1132962	Q90	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1684	#document_date:1825	B-city
Accompanying Harmonies to Psalter Noted	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-397.txt_3042	#document_date:1876	B-publication
Mozart	Q254	Q675546 Q254 Q6927889 Q937120 Q7997600 Q4300598 Q1951300 Q1000168 Q3327043	Q254	True	True	#document_id:DwightSJournalOfMusic__1875-006.txt_919	#document_date:1875	B-person
Fidelio	Q193778	Q86904 Q193778 Q15997430	Q193778	True	True	#document_id:DwightSJournalOfMusic__1875-006.txt_919	#document_date:1875	B-opera
Beethoven	Q255	Q48666 Q54857991 Q144207 Q754892 Q30598237 Q2566764 Q3548656 Q15060271 Q17509039 Q255 Q3637435 Q65088211	Q255	True	True	#document_id:DwightSJournalOfMusic__1875-006.txt_919	#document_date:1875	B-person
Wagner	Q1511	Q1886726 Q36597284 Q62095 Q2539222 Q3565090 Q2326992 Q652849 Q84287 Q2539239 Q6166011 Q752254 Q1511 Q7959588 NIL	Q752254	True	False	#document_id:DwightSJournalOfMusic__1875-006.txt_919	#document_date:1875	B-person
LONDON	Q84	Q6669774 Q1785229 Q3959711 Q5273606 Q20657974 Q935090 Q28868399 Q261303 Q14710970 Q1137312 Q3836562 Q45765 Q3836563 Q10569133 Q6669769 Q6669738 Q6669771 Q1001456 Q3836565 Q23306 Q7239605 Q60578265 Q1442133 Q783669 Q6669761 Q3061911 Q750084 Q1431928 Q1749384 Q6669767 Q1449564 Q5633181 Q6669736 Q6669757 Q79348 Q6669763 Q28163686 Q5123767 Q96239426 Q16001535 Q3258936 Q3284727 Q15056579 Q1363808 Q2477346 Q24045410 Q6669759 Q1749569 Q84 Q6669754 Q92561	Q84	True	True	#document_id:TheMusicalTimes__1876-402.txt_596	#document_date:1876	B-city
Tuts	NIL	Q7777457 NIL NIL	Q7777457	True	False	#document_id:TheHarmonicon__1824-016.txt_1401	#document_date:1824	B-music
Mr. Griffin	NIL	Q4811533 Q5608774 Q130223 Q2096172 Q292464 Q3116631 Q4793714 Q316321 Q1012372 Q16870309 Q2842458 Q6567934 Q1161256 Q1546592 Q253278 Q5608782 Q1319413 Q1423956 Q65706016 Q27956380 Q5608783 Q1263672 NIL	Q5608774	True	False	#document_id:TheHarmonicon__1824-016.txt_1401	#document_date:1824	B-person
Cherubini	Q20721	Q20721	Q20721	True	True	#document_id:DwightSJournalOfMusic__1868-012.txt_381	#document_date:1868	B-person
Cherubini	Q20721	Q20721	Q20721	True	True	#document_id:DwightSJournalOfMusic__1868-012.txt_381	#document_date:1868	B-person
Paris	Q90	Q1577076 Q21780569 Q2220917 Q7137172 Q20709367 Q15119639 Q7137175 Q7137164 Q691491 Q930765 Q576584 Q366081 Q20813664 Q3382754 Q7137187 Q1931701 Q1341876 Q7131746 Q7137192 Q2300075 Q30621726 Q7137186 Q1818121 Q28337101 Q7137194 Q1751748 Q1018504 Q3687815 Q1158980 Q10981622 Q984459 Q22317569 Q65921527 Q1124162 Q90 Q7137363 Q960025 Q2219239 Q20812805 Q3181341 Q631707 Q3305306 Q1451948 Q7137190 Q162121 Q538772 Q67744612 Q7137161 Q7137184 Q23826199 Q7137197 Q60751943 Q483020 Q79917 Q20712325 Q830149 Q167646 Q7137193 Q934294 Q104197 Q2052318 Q520621 Q55612277 Q3365241 Q923849 Q7137185 Q151298 Q1132962	Q90	True	True	#document_id:DwightSJournalOfMusic__1868-012.txt_381	#document_date:1868	B-city
Weisse	NIL	NIL NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1379	#document_date:1824	B-person
Chapel Royal of Prussia	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1379	#document_date:1824	B-organization
Berlin	Q64	Q56036 Q20313255 Q64 Q726580 Q4783389 Q821245 Q4892348 Q1086827 Q821198 Q55072269 Q2660839 Q4892356 Q20647540 Q821190 Q821229 Q1866688 Q524646 Q4892339 Q1930098 Q821215 Q11698517 Q128746 Q4892350 Q582242 Q1130950 Q821244 Q4892376 Q4892343 Q3720748 Q2671477 Q56037 Q821199 Q56687884 Q16243723 Q18159687 Q897404 Q386216 Q793582 Q66559788 Q4892381 Q821208 Q5432146 Q614184 Q5315759 Q1569850 Q2345711 Q2897257 Q4892379 Q142659 Q4892382 Q2504681	Q64	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1379	#document_date:1824	B-city
Jean Pierre Guignon	Q337573	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1686	#document_date:1825	B-person
Turin	Q495	Q528184 Q2750961 Q572434 Q2239935 Q2779405 Q16287 Q7854947 Q3452617 Q495 Q1938221	Q1938221	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1686	#document_date:1825	B-city
France	Q142	Q49644 Q47774 Q630531 Q5478259 Q1124861 Q69323 Q70802 Q142 Q70972 Q200686 Q212429 Q101730 Q207162 Q42443 Q2084927	Q70972	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1686	#document_date:1825	B-country
Miss Minnie Curtis	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-397.txt_1394	#document_date:1876	B-person
Miss Kate Wild	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-397.txt_1394	#document_date:1876	B-person
Missolonghi	Q642810	Q642810 NIL	Q642810	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_2534	#document_date:1826	B-city
_ M. Chelard	Q924686	NIL	NIL	False	False	#document_id:TheHarmonicon__1833-005.txt_173	#document_date:1833	B-person
King ’s Theatre	Q1155331	NIL	NIL	False	False	#document_id:TheHarmonicon__1833-005.txt_173	#document_date:1833	B-theatre
Hannah Edouard	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-402.txt_1191	#document_date:1876	B-person
Marie Duval	NIL	Q3292499	Q3292499	False	False	#document_id:TheMusicalTimes__1876-402.txt_1191	#document_date:1876	B-person
Mary Jane Williams	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-402.txt_1191	#document_date:1876	B-person
De Begnis	Q3770409	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_1733	#document_date:1826	B-person
Hallfield - place	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1875-388.txt_96	#document_date:1875	B-road
Bradford	Q22905	Q4954547 Q488687 Q16538761 Q280278 Q3708261 Q22905 Q896965 Q4954574 Q4954575 Q2471006 Q22076421 Q4954549 Q4954552 Q8005829 Q7867820 Q156577 Q16969115 Q4954551 Q1658287 Q896936 Q4954548 Q2065378 Q4954678 Q2512470 Q4954540 Q4954571 Q4954541 Q273027 Q2078452 Q79313 Q48879 Q2417112 Q16860328 Q2834810 Q3450518 Q3239071 Q662409	Q22905	True	True	#document_id:TheMusicalTimes__1875-388.txt_96	#document_date:1875	B-city
Yorkshire	Q163	Q7059137 Q1374628 Q8055661 Q163 Q2331453 Q7570626 Q5330571 Q969032	Q163	True	True	#document_id:TheMusicalTimes__1875-388.txt_96	#document_date:1875	B-country
Dr. H. J. Gauntlett	Q11925412	NIL	NIL	False	False	#document_id:TheMusicalTimes__1876-397.txt_1327	#document_date:1876	B-person
The streams that wind amid the hills	NIL	NIL	NIL	True	True	#document_id:TheHarmonicon__1833-005.txt_1071	#document_date:1833	B-work-of-art
G. Darley	Q1450149	Q1450149 NIL	Q1450149	True	True	#document_id:TheHarmonicon__1833-005.txt_1071	#document_date:1833	B-person
Fanny Steers	Q104234927	NIL	NIL	False	False	#document_id:TheHarmonicon__1833-005.txt_1071	#document_date:1833	B-person
Louis XIV	NIL	Q7742 Q5502515 Q6688404 Q3399440 Q1432899	Q7742	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1688	#document_date:1825	B-person
Mr. Mitchell ’s Library	NIL	NIL	NIL	True	True	#document_id:TheMusicalWorld__1844-006.txt_979	#document_date:1844	B-building
Old Bond Street	Q892187	Q892187 NIL	NIL	True	False	#document_id:TheMusicalWorld__1844-006.txt_979	#document_date:1844	B-road
Mozart	Q254	Q675546 Q254 Q6927889 Q937120 Q7997600 Q4300598 Q1951300 Q1000168 Q3327043	Q254	True	True	#document_id:TheHarmonicon__1824-016.txt_1840	#document_date:1824	B-person
Rossini	NIL	Q9726 Q3941641 Q3941643	Q3941641	False	False	#document_id:TheHarmonicon__1824-016.txt_1840	#document_date:1824	B-nan
Miss Rainforth	Q17355767	NIL	NIL	False	False	#document_id:TheMusicalWorld__1843-038.txt_50	#document_date:1843	B-person
Paer	Q533022	NIL	NIL	False	False	#document_id:TheHarmonicon__1828-001.txt_1478	#document_date:1828	B-person
Handel	Q7302	Q7302 Q3696641 Q2317222 Q5628941	Q7302	True	True	#document_id:DwightSJournalOfMusic__1870-021.txt_911	#document_date:1870	B-person
Alice Mary Curtis	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1873-366.txt_1404	#document_date:1873	B-person
Pontifical Chapel	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1812	#document_date:1824	B-worship-place
Lord Bacon	Q37388	Q37388	Q37388	True	True	#document_id:TheHarmonicon__1832-012.txt_126	#document_date:1832	B-person
Addison	Q206384	Q1131292 Q265675 Q2219309 Q353095 Q229741 Q353080 Q14690004 Q353089 Q66483 Q3316558 Q2824153 Q940269 Q1820088 Q3475958 Q2507454 Q8282 Q353108 Q2824152 NIL	Q1820088	False	False	#document_id:TheHarmonicon__1832-012.txt_126	#document_date:1832	B-person
Dr. Brown	NIL	NIL	NIL	True	True	#document_id:TheHarmonicon__1832-012.txt_126	#document_date:1832	B-person
Dugald Stewart	Q218254	Q218254 Q5312467	Q218254	True	True	#document_id:TheHarmonicon__1832-012.txt_126	#document_date:1832	B-person
Eastcheap	Q1790942	Q1790942	Q1790942	True	True	#document_id:TheMusicalTimes__1876-402.txt_61	#document_date:1876	B-road
Mr. Weidner	NIL	Q21450699 NIL	Q21450699	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_1988	#document_date:1826	B-person
Sir W. Jones	Q273969	NIL NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_1038	#document_date:1826	B-person
Catalogue of Manuscripts	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_1038	#document_date:1826	B-publication
Royal Society	Q123885	Q689721 Q123885	Q689721	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_1038	#document_date:1826	B-organization
Hindustanee	Q11051	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_1038	#document_date:1826	B-language
Mr. F. N. Lohr	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1875-388.txt_1689	#document_date:1875	B-person
theatre Favart	Q872222	Q872222 NIL	Q872222	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1232	#document_date:1824	B-theatre
Mr. Brooke	NIL	Q2350389 Q928762 Q256287 Q366086 Q5718682 Q4974394 Q2620721 Q4974390 Q6207104 Q490937	Q366086	False	False	#document_id:TheMusicalTimes__1873-366.txt_2193	#document_date:1873	B-person
Mendelssohn	Q46096	Q16225590 Q41783627 Q48796795 Q46096	Q16225590	True	False	#document_id:TheMusicalTimes__1873-366.txt_1056	#document_date:1873	B-person
Parma	Q2683	Q2683 Q1432326 Q9348 Q1092000 Q2693 Q1522393 Q255985 Q2545183 Q141315 Q2053682 Q501257 Q7139132 Q967838 Q16228 Q862711 Q2415492	Q2683	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1806	#document_date:1825	B-city
Tartini	Q108555	Q108555 NIL	Q108555	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1806	#document_date:1825	B-person
Fenton	NIL	Q3708580 Q5443606 Q580766 Q1404919 Q5443604 Q2209169 Q5443610 Q952926 Q1827301 Q1913454 Q5443601	Q5443606	False	False	#document_id:TheMusicalTimes__1873-366.txt_2145	#document_date:1873	B-city
Abesford	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1873-366.txt_2145	#document_date:1873	B-city
Il Crociato in Egitto	Q467399	Q467399 NIL	Q467399	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_2179	#document_date:1826	B-opera
Sheffield	Q42448	Q2306176 Q79568 Q769313 Q7492568 Q1862179 Q1916592 Q512406 Q1184547 Q1984238 Q1950928 Q7492566 Q2277715 Q7492571 Q7492570 Q7492573 Q42448 Q12956644 Q518864	Q7492570	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_3762	#document_date:1825	B-city
Leeds	Q39121	Q6515807 Q30598267 Q3228964 Q5635217 Q2365261 Q209266 Q79869 Q11797261 Q3461415 Q2460124 Q1659711 Q4574853 Q1128631 Q482468 Q6515805 Q5177618 Q39121 Q774015 Q6515819	Q39121	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_3762	#document_date:1825	B-city
York	Q42462	Q8055348 Q188668 Q2076202 Q520484 Q3709687 Q489648 Q9097158 Q538968 Q4120287 Q48954 Q6170282 Q8005344 Q8055353 Q25184439 Q506187 Q8004311 Q42462 Q2323126 Q18458 Q3572602 Q5356176 Q28429940 Q384754 Q80025 Q8055337 Q2631516 Q656815 Q21854785 Q994000 Q3572601 Q8055352 Q28429593 Q490914 Q8055339 Q2600811 Q8004105 Q16968264 Q27988926 Q576936 Q105285 Q8055480 Q390141 Q163885 Q17059436 Q8055342 Q821105	Q9097158	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_3762	#document_date:1825	B-city
Mrs. Mounsey Bartholomew	Q4766585	NIL	NIL	False	False	#document_id:TheMusicalTimes__1875-388.txt_2734	#document_date:1875	B-person
G. A. Macfarren	Q1374708	Q1374708	Q1374708	True	True	#document_id:TheMusicalTimes__1875-388.txt_2734	#document_date:1875	B-person
Charles Salaman	Q2959519	Q2959519	Q2959519	True	True	#document_id:TheMusicalTimes__1875-388.txt_2734	#document_date:1875	B-person
Alberto Randegger	Q4712167	Q4712167	Q4712167	True	True	#document_id:TheMusicalTimes__1875-388.txt_2734	#document_date:1875	B-person
Sontag	Q64098	Q7562392 Q152824	Q7562392	False	False	#document_id:TheHarmonicon__1828-001.txt_1888	#document_date:1828	B-person
Francfort	Q1794	Q1794 NIL	Q1794	True	True	#document_id:TheHarmonicon__1828-001.txt_1888	#document_date:1828	B-city
Brussels	Q9005	Q240 Q994375 Q2718202 Q239 Q28934 Q2927086 Q153571	Q240	False	False	#document_id:TheHarmonicon__1828-001.txt_1888	#document_date:1828	B-city
La Sincerita trionphante	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1791	#document_date:1824	B-work-of-art
Naples	Q2634	Q3870228 Q976503 Q598334 Q3460629 Q579986 Q15123 Q173065 Q2634 Q6964958 Q257830 Q2361169 Q482396 Q849383 Q6964959	Q2634	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_2356	#document_date:1825	B-city
Alessandro Scarlatti	Q183087	Q183087 NIL	Q183087	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_2356	#document_date:1825	B-person
Nicolo Porpora	Q312788	Q312788	Q312788	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_2356	#document_date:1825	B-person
Mr. Hawes	NIL	Q5684719 Q2225538	Q5684719	False	False	#document_id:TheHarmonicon__1832-012.txt_1027	#document_date:1832	B-person
Lord Chamberlain	Q541755	Q1355456 Q16931219	Q16931219	False	False	#document_id:TheHarmonicon__1832-012.txt_1027	#document_date:1832	B-person
Mr. Linley	Q5541748	Q3877313 NIL NIL	Q3877313	False	False	#document_id:TheHarmonicon__1832-012.txt_323	#document_date:1832	B-person
central Germany	Q524856	Q704841 Q524856 Q5061125	Q5061125	True	False	#document_id:DwightSJournalOfMusic__1875-006.txt_450	#document_date:1875	B-country-region
Havre	Q42810	Q959425 Q736498 Q5684056 Q2611889	Q959425	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_3898	#document_date:1828	B-city
London Gregorian Choral Association	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1875-388.txt_1203	#document_date:1875	B-organization
St. Paul ’s Cathedral	Q173882	NIL	NIL	False	False	#document_id:TheMusicalTimes__1875-388.txt_1203	#document_date:1875	B-worship-place
Te Deum	Q743376	Q1387966 Q11704258 Q821235 Q16934125 Q18641677 Q1416456 Q3516657 Q743376	Q1387966	True	False	#document_id:TheMusicalTimes__1873-366.txt_2531	#document_date:1873	B-music
National Training School for Music	Q55082727	Q304985	Q304985	False	False	#document_id:TheMusicalTimes__1876-397.txt_1344	#document_date:1876	B-school
Mansion House	Q1786933	Q1802963 Q3850111 Q14705727 Q14712777 Q7750214 Q3286547 Q383752 Q1477336 Q175434 Q6751753 Q1786933	Q383752	True	False	#document_id:TheMusicalTimes__1876-397.txt_1344	#document_date:1876	B-building
Grisi	Q287344	Q21452366 NIL	Q21452366	False	False	#document_id:DwightSJournalOfMusic__1868-012.txt_730	#document_date:1868	B-person
John Dobson	NIL	Q6229555 Q16995410 Q958609 Q16091175	Q16995410	False	False	#document_id:TheMusicalTimes__1876-402.txt_2272	#document_date:1876	B-person
H. J. Gauntlett	Q11925412	NIL	NIL	False	False	#document_id:TheMusicalTimes__1876-402.txt_2272	#document_date:1876	B-person
Mr. Lawson	NIL	Q6504946 Q1557223 Q6504944 Q21539912 Q14710941 Q6504950 Q1185478 Q6504942 Q13553861 Q1128422 Q5284544 Q5301184 Q1076 Q965778	Q13553861	False	False	#document_id:TheMusicalTimes__1875-388.txt_2160	#document_date:1875	B-person
Tauride	NIL	NIL Q2629621 NIL	Q2629621	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_446	#document_date:1824	B-opera
Luigi Rossi	Q472714	Q472714	Q472714	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_2112	#document_date:1825	B-person
Arcangelo Corelli	Q164475	Q164475	Q164475	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_2112	#document_date:1825	B-person
Lulli	Q1192	Q1192 NIL	Q1192	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_2112	#document_date:1825	B-person
Paris	Q90	Q1577076 Q21780569 Q2220917 Q7137172 Q20709367 Q15119639 Q7137175 Q7137164 Q691491 Q930765 Q576584 Q366081 Q20813664 Q3382754 Q7137187 Q1931701 Q1341876 Q7131746 Q7137192 Q2300075 Q30621726 Q7137186 Q1818121 Q28337101 Q7137194 Q1751748 Q1018504 Q3687815 Q1158980 Q10981622 Q984459 Q22317569 Q65921527 Q1124162 Q90 Q7137363 Q960025 Q2219239 Q20812805 Q3181341 Q631707 Q3305306 Q1451948 Q7137190 Q162121 Q538772 Q67744612 Q7137161 Q7137184 Q23826199 Q7137197 Q60751943 Q483020 Q79917 Q20712325 Q830149 Q167646 Q7137193 Q934294 Q104197 Q2052318 Q520621 Q55612277 Q3365241 Q923849 Q7137185 Q151298 Q1132962	Q90	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_2112	#document_date:1825	B-city
W. Sterndale Bennett	Q201164	Q201164	Q201164	True	True	#document_id:TheMusicalWorld__1844-006.txt_6	#document_date:1844	B-person
CHARLES JOSEPH FROST	Q94766323	NIL	NIL	False	False	#document_id:TheMusicalTimes__1876-397.txt_581	#document_date:1876	B-person
A Word or Two on the Flute	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_122	#document_date:1826	B-publication
N. W. James	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_122	#document_date:1826	B-person
Paccini	Q357022	NIL	NIL	False	False	#document_id:TheHarmonicon__1824-016.txt_1821	#document_date:1824	B-person
Mrs. Bridge	NIL	Q17114009 NIL	Q17114009	True	False	#document_id:TheMusicalTimes__1876-397.txt_2333	#document_date:1876	B-person
Miss Pocklington	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-397.txt_2333	#document_date:1876	B-person
Miss E. Taylor	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-397.txt_2333	#document_date:1876	B-person
Mrs. Littlehales	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-397.txt_2333	#document_date:1876	B-person
Rev. G. C. Robinson	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-397.txt_2333	#document_date:1876	B-person
